      ds_1222_2.vw.gz	0.176000	0.175750	0.824000	
      ds_1226_2.vw.gz	0.104763	0.104767	0.895232	
      ds_1233_7.vw.gz	0.863492	0.881481	0.894180	
      ds_123_10.vw.gz	0.573879	0.574812	0.993056	
      ds_125_5.vw.gz	0.135406	0.134996	0.983495	
      ds_127_10.vw.gz	0.865953	0.864079	0.967972	
      ds_129_6.vw.gz	0.259818	0.259691	0.988082	
      ds_12_10.vw.gz	0.890000	0.929000	0.890000	
      ds_130_7.vw.gz	0.475940	0.477980	0.988981	
      ds_133_7.vw.gz	0.692556	0.699400	0.973320	
      ds_134_19.vw.gz	0.848857	0.848145	0.990634	
      ds_1351_6.vw.gz	0.274530	0.274515	0.981034	
      ds_1352_6.vw.gz	0.272619	0.272943	0.975652	
      ds_1353_6.vw.gz	0.272267	0.272324	0.976708	
      ds_1354_6.vw.gz	0.256220	0.256012	0.982694	
      ds_1355_6.vw.gz	0.274278	0.274381	0.979767	
      ds_1356_6.vw.gz	0.274046	0.274399	0.979435	
      ds_1357_6.vw.gz	0.256562	0.256957	0.987909	
      ds_1358_6.vw.gz	0.273638	0.273462	0.982608	
      ds_1359_6.vw.gz	0.275043	0.274857	0.978815	
      ds_1360_6.vw.gz	0.270934	0.270765	0.977269	
      ds_1361_6.vw.gz	0.271130	0.271155	0.975115	
      ds_1362_6.vw.gz	0.270636	0.270457	0.979243	
      ds_1363_6.vw.gz	0.261959	0.262105	0.986347	
      ds_1364_6.vw.gz	0.270621	0.270743	0.976853	
      ds_1365_6.vw.gz	0.270903	0.270777	0.981893	
      ds_1366_6.vw.gz	0.257123	0.257547	0.983445	
      ds_1367_6.vw.gz	0.271862	0.271856	0.982859	
      ds_1368_6.vw.gz	0.270986	0.271000	0.984977	
      ds_136_5.vw.gz	0.240944	0.241076	0.983787	
      ds_1378_26.vw.gz	0.960014	0.963343	0.963434	
      ds_1379_26.vw.gz	0.961372	0.961798	0.962956	
      ds_1380_26.vw.gz	0.961198	0.961203	0.963012	
      ds_1381_26.vw.gz	0.960460	0.961750	0.966131	
      ds_1382_26.vw.gz	0.960675	0.961882	0.960555	
      ds_1383_26.vw.gz	0.960542	0.961726	0.962121	
      ds_1384_26.vw.gz	0.960645	0.961732	0.966006	
      ds_1385_26.vw.gz	0.960729	0.962699	0.964964	
      ds_1386_26.vw.gz	0.960455	0.964839	0.966425	
      ds_1387_24.vw.gz	0.775934	0.771622	0.989033	
      ds_1388_24.vw.gz	0.787805	0.784917	0.986004	
      ds_1389_24.vw.gz	0.819590	0.822432	0.987136	
      ds_138_5.vw.gz	0.274329	0.273970	0.977788	
      ds_1390_24.vw.gz	0.787356	0.785842	0.990263	
      ds_1391_24.vw.gz	0.773862	0.778143	0.988578	
      ds_1392_24.vw.gz	0.775186	0.772876	0.989117	
      ds_1393_7.vw.gz	0.710637	0.711716	0.979174	
      ds_1394_7.vw.gz	0.708326	0.707476	0.980851	
      ds_1395_7.vw.gz	0.712790	0.712197	0.983097	
      ds_1396_7.vw.gz	0.701111	0.700378	0.977733	
      ds_1397_7.vw.gz	0.714877	0.711330	0.978363	
      ds_1398_7.vw.gz	0.707720	0.708344	0.981381	
      ds_1399_7.vw.gz	0.682763	0.686082	0.972494	
      ds_1400_7.vw.gz	0.703472	0.705058	0.976633	
      ds_1401_7.vw.gz	0.711557	0.711986	0.978938	
      ds_1402_4.vw.gz	0.483159	0.482793	0.965637	
      ds_1403_4.vw.gz	0.490392	0.490305	0.965363	
      ds_1404_4.vw.gz	0.496241	0.495905	0.965509	
      ds_1405_4.vw.gz	0.446537	0.446213	0.964762	
      ds_1406_4.vw.gz	0.482072	0.482273	0.967529	
      ds_1407_4.vw.gz	0.492013	0.492205	0.965877	
      ds_1408_4.vw.gz	0.381825	0.382527	0.960662	
      ds_1409_4.vw.gz	0.476213	0.476110	0.965198	
      ds_1410_4.vw.gz	0.482885	0.482339	0.965272	
      ds_1413_3.vw.gz	0.686667	0.820000	0.666667	
      ds_141_4.vw.gz	0.637813	0.636652	0.837913	
      ds_144_4.vw.gz	0.111071	0.111064	0.985659	
      ds_1457_50.vw.gz	0.978000	0.983333	0.979333	
      ds_1459_10.vw.gz	0.880701	0.881484	0.920141	
      ds_1465_6.vw.gz	0.811321	0.849057	0.801887	
      ds_1466_10.vw.gz	0.784572	0.800564	0.926152	
      ds_1468_9.vw.gz	0.509259	0.535185	0.876852	
      ds_1472_37.vw.gz	0.953125	0.962240	0.976562	
      ds_1475_6.vw.gz	0.634685	0.696143	0.864335	
      ds_1476_6.vw.gz	0.528900	0.552265	0.964198	
      ds_1477_6.vw.gz	0.496837	0.537886	0.978433	
      ds_1478_6.vw.gz	0.579085	0.586271	0.964365	
      ds_147_3.vw.gz	0.233433	0.233280	0.963294	
      ds_1481_18.vw.gz	0.905653	0.899665	0.955019	
      ds_1482_30.vw.gz	0.973529	0.979412	0.952941	
      ds_1483_11.vw.gz	0.774512	0.767021	0.976580	
      ds_148_7.vw.gz	0.491626	0.494430	0.969467	
      ds_1491_100.vw.gz	0.989375	0.987500	0.988125	
      ds_1492_100.vw.gz	0.993125	0.990000	0.987500	
      ds_1493_100.vw.gz	0.995622	0.986241	0.993746	
      ds_1497_4.vw.gz	0.598424	0.565066	0.815249	
      ds_1499_3.vw.gz	0.671429	0.709524	0.638095	
      ds_149_10.vw.gz	0.553241	0.552939	0.991804	
      ds_14_10.vw.gz	0.891500	0.920500	0.900000	
      ds_1500_3.vw.gz	0.690476	0.676190	0.695238	
      ds_1501_10.vw.gz	0.816698	0.789077	0.835530	
      ds_1503_10.vw.gz	0.899125	0.900299	0.900785	
      ds_1508_5.vw.gz	0.724566	0.717122	0.853598	
      ds_1509_22.vw.gz	0.877019	0.876785	0.986754	
      ds_150_7.vw.gz	0.445295	0.445187	0.988795	
      ds_1512_5.vw.gz	0.810000	0.830000	0.805000	
      ds_1513_5.vw.gz	0.674797	0.772358	0.747967	
      ds_1514_10.vw.gz	0.908333	0.633333	0.908333	
      ds_1515_20.vw.gz	0.936953	0.898424	0.950963	
      ds_1516_4.vw.gz	0.465909	0.659091	0.886364	
      ds_1517_5.vw.gz	0.680851	0.787234	0.680851	
      ds_1518_4.vw.gz	0.553191	0.808511	0.872340	
      ds_1519_3.vw.gz	0.461538	0.521368	0.854701	
      ds_1520_5.vw.gz	0.756098	0.762195	0.871951	
      ds_1523_3.vw.gz	0.535484	0.622581	0.687097	
      ds_1525_4.vw.gz	0.554435	0.511364	0.900660	
      ds_1526_4.vw.gz	0.628299	0.649927	0.905242	
      ds_1527_5.vw.gz	0.130996	0.127306	0.972325	
      ds_1528_5.vw.gz	0.132471	0.133087	0.959951	
      ds_1529_5.vw.gz	0.135437	0.135437	0.917817	
      ds_1530_5.vw.gz	0.141254	0.135974	0.954455	
      ds_1531_5.vw.gz	0.076258	0.075472	0.983196	
      ds_1532_5.vw.gz	0.073397	0.073678	0.983971	
      ds_1533_5.vw.gz	0.075005	0.074812	0.984402	
      ds_1534_5.vw.gz	0.075859	0.076055	0.983317	
      ds_1535_5.vw.gz	0.077385	0.077085	0.984183	
      ds_1536_5.vw.gz	0.075716	0.075420	0.986081	
      ds_1537_5.vw.gz	0.064242	0.064347	0.985153	
      ds_1538_5.vw.gz	0.092997	0.092997	0.976465	
      ds_1539_5.vw.gz	0.091692	0.091910	0.978849	
      ds_1540_5.vw.gz	0.092838	0.093269	0.979214	
      ds_1541_5.vw.gz	0.094985	0.095216	0.978969	
      ds_1542_5.vw.gz	0.120879	0.120879	0.974641	
      ds_1543_5.vw.gz	0.130556	0.127778	0.977778	
      ds_1544_5.vw.gz	0.123727	0.123727	0.971026	
      ds_1545_5.vw.gz	0.120607	0.120607	0.976038	
      ds_1546_5.vw.gz	0.130396	0.132194	0.979317	
      ds_1548_3.vw.gz	0.548400	0.592400	0.794400	
      ds_1549_8.vw.gz	0.844000	0.849333	0.857333	
      ds_154_10.vw.gz	0.868157	0.867711	0.951433	
      ds_1551_8.vw.gz	0.870000	0.895000	0.870000	
      ds_1552_5.vw.gz	0.788182	0.782727	0.790909	
      ds_1553_3.vw.gz	0.680000	0.660000	0.665714	
      ds_1554_5.vw.gz	0.678000	0.672000	0.764000	
      ds_1555_8.vw.gz	0.835000	0.853000	0.866000	
      ds_1557_3.vw.gz	0.539143	0.538904	0.803687	
      ds_155_10.vw.gz	0.550872	0.552316	0.994756	
      ds_156_5.vw.gz	0.737695	0.737686	0.881626	
      ds_157_5.vw.gz	0.735653	0.734405	0.884968	
      ds_158_5.vw.gz	0.734420	0.735381	0.885028	
      ds_159_5.vw.gz	0.744241	0.742759	0.871218	
      ds_160_5.vw.gz	0.743666	0.745685	0.872113	
      ds_163_3.vw.gz	0.750000	0.781250	0.718750	
      ds_16_10.vw.gz	0.889500	0.942500	0.917500	
      ds_171_22.vw.gz	0.952802	0.946903	0.952802	
      ds_180_7.vw.gz	0.476181	0.472856	0.978223	
      ds_181_10.vw.gz	0.739218	0.884097	0.954178	
      ds_182_6.vw.gz	0.700622	0.664386	0.932193	
      ds_183_29.vw.gz	0.895619	0.945894	0.941824	
      ds_184_18.vw.gz	0.885016	0.887974	0.985992	
      ds_185_3.vw.gz	0.128358	0.129104	0.947015	
      ds_186_7.vw.gz	0.269417	0.269417	0.973301	
      ds_187_3.vw.gz	0.612360	0.786517	0.758427	
      ds_188_5.vw.gz	0.676630	0.709239	0.816576	
      ds_18_10.vw.gz	0.863000	0.925500	0.887000	
      ds_20_2.vw.gz	0.444010	0.498698	0.527344	
      ds_22_10.vw.gz	0.890500	0.881000	0.898000	
      ds_23_3.vw.gz	0.598778	0.600815	0.716225	
      ds_244_6.vw.gz	0.267142	0.267067	0.987662	
      ds_245_6.vw.gz	0.267594	0.267142	0.985072	
      ds_247_26.vw.gz	0.960450	0.961947	0.969065	
      ds_248_7.vw.gz	0.655478	0.654778	0.972879	
      ds_249_4.vw.gz	0.319188	0.319193	0.974520	
      ds_250_10.vw.gz	0.769285	0.770376	0.982580	
      ds_252_10.vw.gz	0.768592	0.767333	0.975983	
      ds_253_6.vw.gz	0.507327	0.507825	0.967565	
      ds_254_10.vw.gz	0.820531	0.819522	0.972057	
      ds_255_3.vw.gz	0.592249	0.593334	0.756583	
      ds_259_5.vw.gz	0.136541	0.136534	0.981202	
      ds_261_10.vw.gz	0.881254	0.884789	0.952982	
      ds_263_6.vw.gz	0.273634	0.272628	0.988161	
      ds_265_7.vw.gz	0.685189	0.683389	0.976194	
      ds_266_5.vw.gz	0.235725	0.235922	0.982106	
      ds_268_4.vw.gz	0.651283	0.651839	0.849010	
      ds_26_5.vw.gz	0.597608	0.633642	0.988040	
      ds_271_3.vw.gz	0.170170	0.170205	0.975871	
      ds_272_7.vw.gz	0.544607	0.543539	0.965190	
      ds_275_6.vw.gz	0.845070	0.577465	0.845070	
      ds_276_4.vw.gz	0.378378	0.459459	0.824324	
      ds_277_4.vw.gz	0.405405	0.459459	0.918919	
      ds_278_4.vw.gz	0.391892	0.337838	0.837838	
      ds_279_13.vw.gz	0.565406	0.571694	0.987490	
      ds_285_8.vw.gz	0.809278	0.876289	0.917526	
      ds_28_10.vw.gz	0.760320	0.768149	0.960676	
      ds_2_6.vw.gz	0.283964	0.275056	0.956570	
      ds_300_26.vw.gz	0.859818	0.921893	0.955111	
      ds_307_11.vw.gz	0.921212	0.906061	0.930303	
      ds_30_5.vw.gz	0.137402	0.137767	0.980998	
      ds_313_48.vw.gz	0.977401	0.977401	0.984934	
      ds_327_6.vw.gz	0.647619	0.704762	0.647619	
      ds_328_6.vw.gz	0.628571	0.609524	0.838095	
      ds_329_3.vw.gz	0.631250	0.631250	0.781250	
      ds_32_10.vw.gz	0.896652	0.896925	0.909207	
      ds_338_4.vw.gz	0.800000	0.761290	0.800000	
      ds_339_3.vw.gz	0.722222	0.666667	0.722222	
      ds_340_3.vw.gz	0.634615	0.692308	0.750000	
      ds_342_3.vw.gz	0.557692	0.634615	0.807692	
      ds_343_4.vw.gz	0.507937	0.492063	0.507937	
      ds_34_3.vw.gz	0.344444	0.355556	0.944444	
      ds_35_6.vw.gz	0.874317	0.874317	0.931694	
      ds_36_7.vw.gz	0.770130	0.845455	0.950216	
      ds_372_46.vw.gz	0.740503	0.966066	0.987930	
      ds_375_9.vw.gz	0.859954	0.881237	0.892983	
      ds_377_6.vw.gz	0.780000	0.820000	0.895000	
      ds_378_7.vw.gz	0.395522	0.392243	0.929331	
      ds_381_7.vw.gz	0.398798	0.404275	0.931597	
      ds_382_8.vw.gz	0.821769	0.812794	0.854253	
      ds_383_10.vw.gz	0.784058	0.597101	0.876812	
      ds_384_6.vw.gz	0.342262	0.541667	0.809524	
      ds_385_7.vw.gz	0.323625	0.354908	0.840345	
      ds_386_10.vw.gz	0.716320	0.759036	0.898138	
      ds_387_9.vw.gz	0.731884	0.729469	0.782609	
      ds_388_6.vw.gz	0.470588	0.588235	0.539216	
      ds_389_17.vw.gz	0.749086	0.863581	0.948031	
      ds_390_44.vw.gz	0.956162	0.857815	0.956162	
      ds_391_13.vw.gz	0.571144	0.793883	0.907580	
      ds_392_10.vw.gz	0.676969	0.699900	0.891326	
      ds_393_6.vw.gz	0.334634	0.359675	0.956423	
      ds_394_10.vw.gz	0.724401	0.795207	0.827887	
      ds_395_25.vw.gz	0.744116	0.803862	0.853349	
      ds_396_6.vw.gz	0.385144	0.367978	0.951311	
      ds_397_8.vw.gz	0.821086	0.750799	0.821086	
      ds_398_20.vw.gz	0.901282	0.723718	0.966026	
      ds_399_10.vw.gz	0.509586	0.512722	0.974109	
      ds_39_8.vw.gz	0.654762	0.776786	0.654762	
      ds_400_10.vw.gz	0.460137	0.445330	0.946469	
      ds_401_10.vw.gz	0.696190	0.897143	0.904762	
      ds_40927_10.vw.gz	0.845100	0.847367	0.940717	
      ds_40966_8.vw.gz	0.887963	0.871296	0.887963	
      ds_40971_30.vw.gz	0.948000	0.970000	0.953000	
      ds_40975_4.vw.gz	0.366898	0.374421	0.915509	
      ds_40979_10.vw.gz	0.803000	0.957500	0.946500	
      ds_40982_7.vw.gz	0.706337	0.724884	0.883565	
      ds_40984_7.vw.gz	0.830303	0.961039	0.895238	
      ds_40985_20.vw.gz	0.941854	0.946353	0.950263	
      ds_40996_10.vw.gz	0.516614	0.511471	0.986471	
      ds_40997_3.vw.gz	0.294005	0.305697	0.883716	
      ds_40998_3.vw.gz	0.299532	0.299320	0.898384	
      ds_41000_3.vw.gz	0.340986	0.350340	0.899022	
      ds_41001_3.vw.gz	0.359736	0.365158	0.870970	
      ds_41002_3.vw.gz	0.357653	0.359184	0.887245	
      ds_41003_3.vw.gz	0.459184	0.460204	0.839116	
      ds_41004_3.vw.gz	0.341412	0.342900	0.910289	
      ds_41006_3.vw.gz	0.304082	0.305442	0.882653	
      ds_41027_3.vw.gz	0.459560	0.461099	0.866954	
      ds_41039_47.vw.gz	0.953784	0.959932	0.986140	
      ds_41081_10.vw.gz	0.860649	0.894037	0.905458	
      ds_41082_10.vw.gz	0.690256	0.690471	0.956550	
      ds_41083_40.vw.gz	0.977500	0.972500	0.977500	
      ds_41084_20.vw.gz	0.951304	0.965217	0.954783	
      ds_41103_10.vw.gz	0.859923	0.864385	0.924231	
      ds_41163_5.vw.gz	0.502800	0.512000	0.941300	
      ds_41164_7.vw.gz	0.712881	0.781110	0.921695	
      ds_41165_10.vw.gz	0.856300	0.905800	0.904600	
      ds_41166_10.vw.gz	0.733974	0.740885	0.969199	
      ds_41167_355.vw.gz	0.996855	0.997311	0.996905	
      ds_41168_4.vw.gz	0.551204	0.551252	0.905808	
      ds_41169_100.vw.gz	0.976977	0.993773	0.995782	
      ds_41440_3.vw.gz	0.315049	0.315659	0.874402	
      ds_41511_3.vw.gz	0.706667	0.646667	0.706667	
      ds_41568_3.vw.gz	0.686667	0.686667	0.600000	
      ds_41583_3.vw.gz	0.540000	0.580000	0.646667	
      ds_41671_5.vw.gz	0.549300	0.553250	0.881750	
      ds_41919_4.vw.gz	0.685009	0.776091	0.677419	
      ds_41939_5.vw.gz	0.665138	0.862385	0.830275	
      ds_41950_3.vw.gz	0.546667	0.766667	0.733333	
      ds_41960_144.vw.gz	0.864826	0.853983	0.995789	
      ds_41972_8.vw.gz	0.583990	0.539479	0.962708	
      ds_41981_15.vw.gz	0.702703	0.945946	0.702703	
      ds_41982_10.vw.gz	0.530471	0.531114	0.978729	
      ds_41983_100.vw.gz	0.988400	0.990883	0.991417	
      ds_41986_43.vw.gz	0.920022	0.934895	0.978665	
      ds_41988_43.vw.gz	0.916993	0.940103	0.942283	
      ds_41989_43.vw.gz	0.922877	0.919096	0.978742	
      ds_41990_43.vw.gz	0.952295	0.943845	0.988638	
      ds_41991_49.vw.gz	0.928774	0.928113	0.991824	
      ds_41997_3.vw.gz	0.593333	0.800000	0.706667	
      ds_41_7.vw.gz	0.700935	0.742991	0.700935	
      ds_42003_3.vw.gz	0.620000	0.766667	0.720000	
      ds_42011_3.vw.gz	0.673333	0.746667	0.660000	
      ds_42016_3.vw.gz	0.646667	0.626667	0.733333	
      ds_42021_3.vw.gz	0.646667	0.673333	0.646667	
      ds_42026_3.vw.gz	0.700000	0.673333	0.653333	
      ds_42031_3.vw.gz	0.673333	0.640000	0.760000	
      ds_42036_3.vw.gz	0.620000	0.766667	0.653333	
      ds_42041_3.vw.gz	0.460000	0.513333	0.720000	
      ds_42046_3.vw.gz	0.660000	0.693333	0.666667	
      ds_42051_3.vw.gz	0.586667	0.613333	0.660000	
      ds_42056_3.vw.gz	0.686667	0.813333	0.626667	
      ds_42066_3.vw.gz	0.540000	0.673333	0.686667	
      ds_42071_3.vw.gz	0.673333	0.753333	0.726667	
      ds_42098_3.vw.gz	0.586667	0.673333	0.666667	
      ds_42140_10.vw.gz	0.851919	0.847487	0.874987	
      ds_42141_10.vw.gz	0.872190	0.899061	0.893361	
      ds_42167_2.vw.gz	0.232673	0.242574	0.757426	
      ds_42169_5.vw.gz	0.508929	0.544643	0.941964	
      ds_42177_nan.vw.gz	n.a.	n.a.	n.a.	
      ds_42186_3.vw.gz	0.646667	0.673333	0.580000	
      ds_42223_186.vw.gz	0.995025	1.000000	0.995025	
      ds_42261_3.vw.gz	0.620000	0.700000	0.660000	
      ds_42345_3.vw.gz	0.504578	0.506184	0.948564	
      ds_42396_1000.vw.gz	0.998833	0.999065	0.999000	
      ds_42468_5.vw.gz	0.571871	0.570382	0.930695	
      ds_42532_9.vw.gz	0.701944	0.731821	0.939885	
      ds_42544_8.vw.gz	0.871698	0.890566	0.871698	
      ds_42585_3.vw.gz	0.511628	0.674419	0.741279	
      ds_42641_5.vw.gz	0.600516	0.611421	0.914393	
      ds_42670_5.vw.gz	0.635708	0.621642	0.907439	
      ds_42700_3.vw.gz	0.700000	0.726667	0.706667	
      ds_42718_4.vw.gz	0.649051	0.649487	0.847809	
      ds_42734_3.vw.gz	0.312371	0.313375	0.880703	
      ds_42746_23.vw.gz	0.223329	0.219282	0.997797	
      ds_42793_4.vw.gz	0.560000	0.573333	0.560000	
      ds_42820_37.vw.gz	0.969792	0.976051	0.972513	
      ds_42_19.vw.gz	0.910688	0.900439	0.967789	
      ds_43028_5.vw.gz	0.564175	0.452750	0.956276	
      ds_43029_5.vw.gz	0.576538	0.432046	0.675250	
      ds_43033_5.vw.gz	0.444921	0.540773	0.945637	
      ds_43035_5.vw.gz	0.466381	0.427754	0.917024	
      ds_443_5.vw.gz	0.347368	0.431579	0.831579	
      ds_449_4.vw.gz	0.392638	0.484663	0.920245	
      ds_452_7.vw.gz	0.631579	0.663158	0.870175	
      ds_453_5.vw.gz	0.473684	0.807018	0.771930	
      ds_454_3.vw.gz	0.119403	0.122388	0.944776	
      ds_4552_102.vw.gz	0.974228	0.997176	0.998411	
      ds_455_3.vw.gz	0.401478	0.399015	0.674877	
      ds_457_4.vw.gz	0.629630	0.703704	0.666667	
      ds_458_4.vw.gz	0.548157	0.500595	0.775268	
      ds_460_3.vw.gz	0.493404	0.548813	0.770449	
      ds_462_3.vw.gz	0.391304	0.478261	0.695652	
      ds_468_6.vw.gz	0.833333	0.861111	0.833333	
      ds_469_6.vw.gz	0.820577	0.823087	0.831870	
      ds_46_3.vw.gz	0.384013	0.416614	0.864577	
      ds_473_6.vw.gz	0.710658	0.724964	0.964950	
      ds_474_5.vw.gz	0.747253	0.777473	0.903846	
      ds_475_4.vw.gz	0.732500	0.787500	0.737500	
      ds_477_5.vw.gz	0.432836	0.880597	0.835821	
      ds_480_4.vw.gz	0.377049	0.426230	0.868852	
      ds_488_4.vw.gz	0.481481	0.466839	0.929371	
      ds_48_3.vw.gz	0.682119	0.655629	0.682119	
      ds_54_4.vw.gz	0.739953	0.780142	0.763593	
      ds_554_10.vw.gz	0.310314	0.318557	0.987829	
      ds_57_4.vw.gz	0.112407	0.112407	0.983298	
      ds_5_16.vw.gz	0.497788	0.581858	0.991150	
      ds_60_3.vw.gz	0.257800	0.239000	0.943400	
      ds_61_3.vw.gz	0.666667	0.700000	0.693333	
      ds_62_7.vw.gz	0.693069	0.811881	0.693069	
      ds_679_4.vw.gz	0.680664	0.801758	0.785156	
      ds_685_5.vw.gz	0.730769	0.800000	0.776923	
      ds_694_9.vw.gz	0.896774	0.890323	0.896774	
      ds_6_26.vw.gz	0.961000	0.960850	0.961200	
      ds_70_6.vw.gz	0.270428	0.270475	0.987180	
      ds_71_6.vw.gz	0.272065	0.272071	0.985611	
      ds_74_26.vw.gz	0.955003	0.955445	0.970009	
      ds_75_7.vw.gz	0.660897	0.662949	0.966258	
      ds_76_4.vw.gz	0.350311	0.350239	0.975045	
      ds_78_10.vw.gz	0.721424	0.722505	0.985168	
      ds_7_24.vw.gz	0.840708	0.893805	0.840708	
      ds_952_6.vw.gz	0.686916	0.869159	0.771028	
      ds_9_7.vw.gz	0.785366	0.887805	0.785366	
